ai_action,confidence_visibility,error_cost,example_id,human_action,is_correct,model_id,probability_correct,prompt_family
USE_UNVERIFIED,hidden,2.0,mmlu_pro:test:10047,VERIFY_FIRST,False,xai_grok420_nonreasoning,0.4,v2_owner_match_v1
USE_UNVERIFIED,visible,20.0,mmlu_pro:test:10047,VERIFY_FIRST,False,xai_grok420_nonreasoning,0.4,v2_owner_match_v1
USE_UNVERIFIED,hidden,10.0,mmlu_pro:test:1023,VERIFY_FIRST,False,google_gemini38_flash,0.85,v2_owner_match_v1
USE_UNVERIFIED,hidden,5.0,mmlu_pro:test:10485,VERIFY_FIRST,False,openai_gpt56_sol,0.82,v2_owner_match_v1
USE_UNVERIFIED,visible,2.0,mmlu_pro:test:10485,VERIFY_FIRST,False,xai_grok420_nonreasoning,0.65,v2_owner_match_v1
USE_UNVERIFIED,hidden,5.0,mmlu_pro:test:10536,VERIFY_FIRST,False,xai_grok420_nonreasoning,0.8,v2_owner_match_v1
USE_UNVERIFIED,visible,2.0,mmlu_pro:test:10536,VERIFY_FIRST,False,xai_grok420_nonreasoning,0.8,v2_owner_match_v1
USE_UNVERIFIED,hidden,10.0,mmlu_pro:test:10565,VERIFY_FIRST,False,google_gemini38_flash,0.85,v2_owner_match_v1
USE_UNVERIFIED,visible,5.0,mmlu_pro:test:10565,VERIFY_FIRST,False,openai_gpt56_sol,0.76,v2_owner_match_v1
USE_UNVERIFIED,visible,5.0,mmlu_pro:test:10632,VERIFY_FIRST,False,xai_grok420_nonreasoning,0.65,v2_owner_match_v1
USE_UNVERIFIED,visible,10.0,mmlu_pro:test:10766,VERIFY_FIRST,False,xai_grok420_nonreasoning,0.4,v2_owner_match_v1
USE_UNVERIFIED,visible,5.0,mmlu_pro:test:10766,VERIFY_FIRST,False,xai_grok420_nonreasoning,0.4,v2_owner_match_v1
USE_UNVERIFIED,hidden,20.0,mmlu_pro:test:10784,VERIFY_FIRST,False,xai_grok420_nonreasoning,0.65,v2_owner_match_v1
USE_UNVERIFIED,visible,10.0,mmlu_pro:test:10784,VERIFY_FIRST,False,xai_grok420_nonreasoning,0.65,v2_owner_match_v1
USE_UNVERIFIED,visible,20.0,mmlu_pro:test:10784,VERIFY_FIRST,False,xai_grok420_nonreasoning,0.65,v2_owner_match_v1
